Typologie,Régime de vitesse,Voie,Arrondissement,Bois,Longueur du tronçon en m,latitude,longitude
Bandes cyclables,VOIE 50,RUE CURIAL,19.0,Non,8.52062964,48.89290523272773,2.3729895209094556
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,PASSAGE DE FLANDRE,19.0,Non,131.55533765,48.88701722002056,2.373731911740287
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE D ANNAM,20.0,Non,84.34446179,48.86616127062042,2.3939674920961216
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE GASNIER-GUY,20.0,Non,114.72616257,48.865068534570135,2.393116250184642
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,PLACE SAINT PIERRE,18.0,Non,117.48107541,48.88434034564759,2.3432106910408104
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE VINCENNES,12.0,Non,13.53788684,48.84693419411959,2.411611001473643
Pistes cyclables,VOIE 50,BOULEVARD MORTIER,20.0,Non,280.26871188,48.874092691428125,2.4079734150142187
Pistes cyclables,VOIE 50,RUE DAMREMONT,18.0,Non,18.77332425,48.88852207184272,2.333020272532789
Bandes cyclables,ZONE 30,RUE THEODORE DE BANVILLE,17.0,Non,173.63038603,48.88225858928596,2.29892442860937
Couloirs de bus ouverts aux vélos,VOIE 50,RUE ORDENER,18.0,Non,220.44942367,48.893855371293114,2.3344914634828333
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD ORNANO,18.0,Non,195.76596559,48.8936017418423,2.3481217942531716
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SIBUET,12.0,Non,158.77118438,48.84361633403871,2.4023107354428324
Pistes cyclables,VOIE 50,BOULEVARD D ALGERIE,19.0,Non,688.45826141,48.88186245680685,2.3998883936899813
Bandes cyclables,ZONE 30,RUE MARIOTTE,17.0,Non,46.79965683,48.88434049088531,2.32124065511797
Pistes cyclables,ZONE 30,RUE MARIOTTE,17.0,Non,19.7712676,48.88412678864482,2.320955258870818
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,89.06275123,48.8841020282083,2.3970587199543187
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE BRUNET,19.0,Non,6.26917468,48.883690945233134,2.39723593138312
Bandes cyclables,VOIE 50,RUE BELGRAND,20.0,Non,18.89769428,48.86469535184085,2.404747738181233
Pistes cyclables,VOIE 50,AVENUE IBSEN,20.0,Non,134.29001695,48.86610987017256,2.412078579081033
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DE PORT ROYAL,14.0,Non,124.94553698,48.83906421037176,2.3386229883309015
Bandes cyclables,ZONE 30,RUE DE LA TOMBE ISSOIRE,14.0,Non,28.47683378,48.82572616719196,2.3316384757055264
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD SAINT MICHEL,5.0,Non,100.78199486,48.841223118310104,2.3375455153354125
Pistes cyclables,VOIE 50,BOULEVARD DE LA GUYANE,12.0,Non,12.66467589,48.83984290539196,2.41396012434864
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE D ALIGRE,12.0,Non,102.05424603,48.849614290697886,2.378652941832585
Pistes cyclables,VOIE 50,PONT NATIONAL,12.0,Non,112.32666791,48.82833162057628,2.3876170038031344
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DES POISSONNIERS,18.0,Non,5.0290345,48.90056502768841,2.352082195321418
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE D ORCHAMPT,18.0,Non,137.11864477,48.88669991438156,2.337400110911562
Pistes cyclables,VOIE 50,BOULEVARD SERURIER,19.0,Non,639.88092486,48.89267680624112,2.3947448006999625
Bandes cyclables,ZONE 30,RUE MOUNET-SULLY,20.0,Non,17.03438611,48.848283240618315,2.406198927727407
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE AUGER,20.0,Non,107.35944841,48.85115267022825,2.3993940921381536
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE MONTE-CRISTO,20.0,Non,216.95718817,48.85588921618842,2.397813905524596
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DES POISSONNIERS,18.0,Non,41.51694748,48.900353151003706,2.352106794588583
Pistes cyclables,VOIE 50,AVENUE DE GRAVELLE,12.0,Bois de Vincennes,31.72676385,48.81846227631057,2.451494656195533
Couloirs de bus ouverts aux vélos,VOIE 50,COURS DES MARECHAUX,12.0,Bois de Vincennes,195.50507207,48.84347814337788,2.4393007767313617
Pistes cyclables,VOIE 50,BOULEVARD MORTIER,20.0,Non,12.30687366,48.8679442873815,2.4088072790077604
Pistes cyclables,VOIE 50,BOULEVARD MORTIER,20.0,Non,112.70203971,48.868500969175706,2.408777973437745
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE LA PORTE DE CLIGNANCOURT,18.0,Non,94.97902676,48.898781149502284,2.344296457329606
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LA CONDAMINE,17.0,Non,72.29596616,48.88607456522765,2.3219886886319214
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LA CONDAMINE,17.0,Non,66.92357203,48.88427233147526,2.3190341540163066
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LEMERCIER,17.0,Non,65.12343767,48.888374786620204,2.3206314930202687
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LEMERCIER,17.0,Non,57.00000554,48.88924594378526,2.3191453021925157
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE CLAIRAUT,17.0,Non,144.01065768,48.88914368060695,2.320929931115959
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Bois de Vincennes,159.57746195,48.84011525397159,2.433224247851138
Pistes cyclables,VOIE 50,BOULEVARD SERURIER,19.0,Non,45.5810116,48.878720552452165,2.401398614110938
Pistes cyclables,VOIE 50,BOULEVARD D ALGERIE,19.0,Non,26.2603023,48.8789807585447,2.401274801908932
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LAMANDE,17.0,Non,132.45974718,48.886449703350316,2.319621470365047
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD BARBES,18.0,Non,25.25935363,48.88388651268676,2.3493597821397483
Pistes cyclables,VOIE 30,RUE LOUIS LUMIERE,20.0,Non,31.30957272,48.85715212862932,2.4115408931997284
Pistes cyclables,VOIE 50,RUE DES DOCTEURS DEJERINE,20.0,Non,53.60033784,48.85418624534382,2.4121204463401353
Pistes cyclables,ZONE 30,RUE MARYSE HILSZ,20.0,Non,30.16020538,48.85349972166179,2.4123045834621926
Pistes cyclables,VOIE 50,BOULEVARD MACDONALD,19.0,Non,46.13558023,48.89765808872287,2.385674307849323
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE BELLIARD,18.0,Non,20.73772953,48.89718949522597,2.3423742255265037
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,RUE SIMART,18.0,Non,88.13964606,48.890046232937166,2.3489986020475735
Pistes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,24.22609491,48.853947252007316,2.396537439245762
Bandes cyclables,VOIE 50,RUE ALEXANDER FLEMING,19.0,Non,210.53704914,48.88092685268769,2.405598793336099
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,7.64168566,48.84905542891127,2.411606626950521
Pistes cyclables,VOIE 50,Rue de Lyon,12.0,Non,219.00623877,48.850549894122004,2.370209786420108
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LAGNY,20.0,Non,105.03619948,48.84898547812196,2.4074880178717075
Pistes cyclables,ZONE 30,RUE DE LAGNY,20.0,Non,5.43131757,48.84913616669487,2.4123015589817047
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,16.44737579,48.84635172058631,2.3771436497213108
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,32.11586238,48.84022809129381,2.392704193996521
Bandes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,40.03079821,48.84162703417492,2.3873736535675265
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JEAN LANTIER,1.0,Non,35.63899901,48.85886008350543,2.3452238954676385
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Rue de Nesles,6.0,Non,75.85248498,48.85520046981593,2.3391217144382237
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Bernard de Clairvaux,3.0,Non,70.53522075,48.86230235504446,2.3525229505585155
Pistes cyclables,VOIE 50,Avenue de la Porte d'Asnières,17.0,Non,136.79084693,48.890729008532304,2.3033874815916544
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Place Arnaud Tzanck,17.0,Non,78.4094278,48.89887581362861,2.3232521630974694
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LE BUA,20.0,Non,42.32267985,48.866134482398024,2.4033790465757394
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,101.28952722,48.8900314078581,2.3497307323670373
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE MARCADET,18.0,Non,31.0996637,48.89037096623767,2.3548603467613574
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Gager-Gabillot,15.0,Non,32.84512766,48.83715917536766,2.305810999086724
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE SIMON BOLIVAR,19.0,Non,165.79748012,48.8743293867616,2.3835558908476586
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DES PYRENEES,20.0,Non,251.28395529,48.868843202033155,2.395336353634975
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU TELEGRAPHE,20.0,Non,109.6773744,48.87329634029464,2.3991930829526096
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,37.40585107,48.8887468299495,2.3927274615560004
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,37.09319287,48.888922537443236,2.3933980129133925
Pistes cyclables,VOIE 30,RUE DE CRIMEE,19.0,Non,46.56294009,48.8887658041739,2.3790427538580783
Bandes cyclables,VOIE 30,RUE DE CRIMEE,19.0,Non,17.55666949,48.88855238228023,2.379288212901979
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES EPINETTES,17.0,Non,32.82186769,48.895879797703,2.323027031938863
Pistes cyclables,VOIE 50,AVENUE DE SAINT-MANDE,12.0,Non,60.71238219,48.84461085990809,2.4058268218021013
Pistes cyclables,VOIE 30,RUE ANDRE BRECHET,17.0,Non,26.61071312,48.89908442398567,2.328979474782125
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,33.77124335,48.83695050593124,2.402943100888918
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,16.47568683,48.83948366725052,2.3949404175794404
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DIDEROT,12.0,Non,80.30715378,48.84634330908618,2.378387813375204
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DIDEROT,12.0,Non,178.64166228,48.84657433526398,2.380378661937479
Pistes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,84.68871884,48.84803257292788,2.3935573436125135
Bandes cyclables,ZONE 30,Rue du Fouarre,5.0,Non,31.86069256,48.85160850571738,2.3474166986499068
Bandes cyclables,VOIE 50,Place Skanderbeg,19.0,Non,3.78365224,48.90106261688534,2.371713302508866
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JUSSIEU,5.0,Non,101.50194807,48.845177803861596,2.3565036402141892
Pistes cyclables,ZONE 30,RUE MARYSE HILSZ,20.0,Non,84.41381247,48.84955205810593,2.4130463519252547
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,PASSAGE DES ENTREPRENEURS,15.0,Non,92.59707239,48.844366998475365,2.292684109843975
Pistes cyclables,VOIE 50,AVENUE DE GRAVELLE,12.0,Bois de Vincennes,23.81278722,48.82929730601052,2.4036334213734314
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,16.86526725,48.88626690216253,2.396219202669022
Pistes cyclables,ZONE 30,RUE FEUTRIER,18.0,Non,8.2270589,48.887043330573064,2.3464066339290057
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE JEAN JAURES,19.0,Non,30.94229664,48.88515973719447,2.379467075425571
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE VIDAL DE LA BLACHE,20.0,Non,100.83830374,48.86916631768397,2.4101145100165615
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,11.13102377,48.889372834690356,2.3953069551625212
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE HOUDART,20.0,Non,154.28536038,48.86393919190299,2.387756767782079
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,123.24233609,48.85809891054057,2.4100061822569843
Pistes cyclables,VOIE 50,BOULEVARD DE BERCY,12.0,Non,141.86694817,48.84010155709975,2.381134084200764
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE VILLIOT,12.0,Non,99.18409744,48.84090444946463,2.3739025357537082
Bandes cyclables,VOIE 50,PLACE DU MARECHAL JUIN,17.0,Non,12.4119413,48.8845161988144,2.2969571962968667
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD GOUVION SAINT CYR,17.0,Non,145.32583867,48.884905572012606,2.2901910500367992
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD GOUVION SAINT CYR,17.0,Non,31.88769216,48.88426827655069,2.28920201532754
Pistes cyclables,VOIE 50,COURS DES MARECHAUX,12.0,Bois de Vincennes,17.31158938,48.84078893888318,2.438611693801814
Bandes cyclables,VOIE 50,RUE DE CRIMEE,19.0,Non,150.07585654,48.89459664394289,2.3727503833776273
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,12.35401248,48.855859058619615,2.410412642016241
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU GENERAL HENRYS,17.0,Non,141.29355214,48.89701102001283,2.326310307406196
Pistes cyclables,ZONE 30,RUE JACQUES KELLNER,17.0,Non,92.3120282,48.89689846511928,2.324612996384677
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE CRIMEE,19.0,Non,35.92376689,48.892393246053345,2.3747799211510148
Bandes cyclables,VOIE 30,RUE DE TANGER,19.0,Non,55.89222609,48.884630077401894,2.367103434042617
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE STEPHANE MALLARME,17.0,Non,18.40639697,48.886980329645525,2.293961989827467
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE GANNERON,18.0,Non,148.086658,48.88720319798871,2.3283152354884225
Pistes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,13.35797993,48.84708642130004,2.3838060807875374
Pistes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,147.10310504,48.846974680459006,2.3827300529595967
Pistes cyclables,ZONE 30,RUE DE PROVENCE,9.0,Non,29.85709581,48.87416258136088,2.3378390562106603
Bandes cyclables,VOIE 50,Rue Blanche,9.0,Non,111.8038188,48.87725646601193,2.3321976849687935
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE WAGRAM,17.0,Non,62.73187138,48.87883519357436,2.2986015061521106
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue d'Arsonval,15.0,Non,155.32033442,48.840071578197694,2.3138049221351618
Pistes cyclables,VOIE 50,Quai de la Tournelle,5.0,Non,97.24790846,48.84977720600402,2.355686000488398
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Meslay,3.0,Non,561.31751597,48.867912919228424,2.359110402012852
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Paul Bert,11.0,Non,195.45687507,48.851754457349216,2.384624030995556
Pistes cyclables,VOIE 50,Rue Saint-Antoine,4.0,Non,7.63341556,48.85424103887313,2.3636834144051164
Bandes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,19.04059889,48.88935356825057,2.302120126409699
Pistes cyclables,VOIE 50,Quai d'Orsay,7.0,Non,622.03465919,48.86253530731077,2.3060443020038677
Couloirs de bus ouverts aux vélos,VOIE 50,Boulevard Arago,13.0,Non,4.80803551,48.836570861285175,2.3509921895862886
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Clisson,13.0,Non,318.0187276,48.83233915834675,2.3679583306795857
Pistes cyclables,VOIE 50,BOULEVARD RICHARD LENOIR,11.0,Non,25.59641799,48.857958693846754,2.371531770130863
Pistes cyclables,ZONE 30,RUE DE CRIMEE,19.0,Non,28.44505694,48.88805212639832,2.3798214406477554
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PASSAGE BASFOUR,2.0,Non,69.89773688,48.86616084488183,2.3513896467513278
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,8.0,Non,31.86698761,48.87438885563872,2.320068332854557
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE VITRY,13.0,Non,61.2574918,48.823197822364165,2.37754121544239
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PASSAGE SAINTE-ANNE POPINCOURT,11.0,Non,99.72876341,48.85829414372031,2.3699363607296284
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE SAINT-BERNARD,11.0,Non,40.98113452,48.852417688338825,2.3814025629095683
Bandes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,85.00932698,48.845959456786076,2.3749532988678532
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,25.69067237,48.869294516439865,2.309134078483039
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,8.44785527,48.87142340220579,2.302041011239459
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,31.99556247,48.87115084633588,2.302897676349156
Bandes cyclables,ZONE 30,RUE RATAUD,5.0,Non,28.72166124,48.84203446505542,2.345994152456101
Pistes cyclables,VOIE 50,BOULEVARD DE MAGENTA,10.0,Non,84.72473247,48.88101324791319,2.3516649977861035
Pistes cyclables,VOIE 50,Quai de la Gare,13.0,Non,124.07559524,48.83620613749427,2.374777500592166
Bandes cyclables,VOIE 30,RUE DAUBENTON,5.0,Non,45.45538497,48.84137380456612,2.3542633767025865
Bandes cyclables,ZONE 30,Rue Jacques Cœur,4.0,Non,60.35278943,48.85305351690034,2.367560409084541
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,45.78085602,48.87021592446765,2.305835987148388
Couloirs de bus ouverts aux vélos,VOIE 50,Boulevard d'Auteuil,16.0,Non,76.28501166,48.84545360204116,2.2552444978044908
Bandes cyclables,VOIE 50,Place de la Porte Molitor,16.0,Non,85.83265092,48.84531631541475,2.256639797102409
Bandes cyclables,VOIE 50,AVENUE FRANKLIN DELANO ROOSEVELT,8.0,Non,23.47834727,48.86704937617521,2.31028236456148
Couloirs de bus ouverts aux vélos,VOIE 50,Avenue Franklin Delano Roosevelt,8.0,Non,146.85459833,48.86754622810267,2.3101231275547094
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Passage Courtois,11.0,Non,185.79627757,48.85692792784231,2.386628698775486
Pistes cyclables,VOIE 50,Quai d'Austelitz,13.0,Non,38.1599659,48.83771642853817,2.3733465593672336
Pistes cyclables,VOIE 50,Rue Etienne Marcel,1.0,Non,24.30183038,48.863829891511784,2.348792695881685
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Daguerre,14.0,Non,189.67265811,48.833713678205164,2.330302459473453
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Pierre Castagnou,14.0,Non,64.20575258,48.83212372687321,2.3256636074678254
Pistes cyclables,VOIE 50,Place de l'Alma,8.0,Non,32.44351026,48.86412696192896,2.3016709902301042
Pistes cyclables,VOIE 50,Place de l'Alma,16.0,Non,8.06245176,48.86414964938769,2.30129167999097
Pistes cyclables,VOIE 50,Rue Neuve Tolbiac,13.0,Non,10.36270203,48.83096351611124,2.377638585108651
Couloirs de bus ouverts aux vélos,VOIE 50,Rue de Tolbiac,13.0,Non,136.65792544,48.828946009931336,2.3737070877031483
Couloirs de bus ouverts aux vélos,VOIE 50,Rue de Tolbiac,13.0,Non,128.84231798,48.82718397767789,2.3674645300665476
Bandes cyclables,VOIE 50,Rue de Tolbiac,13.0,Non,20.88254502,48.82584932924164,2.3456485587970706
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Grenetta,3.0,Non,109.10876251,48.86537992291777,2.3527631437359315
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue du Grenier Saint-Lazare,3.0,Non,137.44800196,48.86296116847652,2.353378207925776
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,Rue de l'Annonciation,16.0,Non,116.64220191,48.85600087704799,2.280347181495813
Pistes cyclables,VOIE 50,BOULEVARD BRUNE,14.0,Non,112.24032019,48.824884949302884,2.3175530131949564
Pistes cyclables,VOIE 50,Rue de Tilsitt,8.0,Non,45.90666956,48.87363923419284,2.2972484701056994
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SCHEFFER,16.0,Non,124.10583204,48.86323098478128,2.2802613131563407
Pistes cyclables,VOIE 50,Rue d'Aubervilliers,18.0,Non,17.60164649,48.89576883654129,2.3712822162160228
Bandes cyclables,ZONE 30,RUE DURIS,20.0,Non,19.99416476,48.86567101018219,2.3875267749297437
Couloirs de bus ouverts aux vélos,VOIE 50,RUE GAY LUSSAC,5.0,Non,68.22144739,48.84656038943001,2.340982326831834
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE RICHOMME,18.0,Non,10.66437528,48.88658028170026,2.352696744192264
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Simone Weil,13.0,Non,142.98598688,48.823684949069595,2.36408324216987
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Godefroy,13.0,Non,117.72200363,48.83196762708522,2.3575346913711086
Pistes cyclables,VOIE 50,Place de la Bastille,4.0,Non,39.38628844,48.85269072617524,2.368061135274379
Pistes cyclables,VOIE 50,Avenue de Flandre,19.0,Non,28.08032262,48.88439600272564,2.3690061315881823
Pistes cyclables,ZONE 30,Rue du Château Landon,10.0,Non,59.03752905,48.883977207688694,2.3644038724009127
Pistes cyclables,VOIE 50,BOULEVARD DE ROCHECHOUART,9.0,Non,286.54425963,48.8823687742931,2.3418573531108904
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,PASSAGE DE L ASILE,11.0,Non,70.38234058,48.8596636558874,2.3752045137945865
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,17.0,Non,78.05428291,48.88153881106992,2.311829338263004
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,Rue Marcadet,18.0,Non,779.43019939,48.89128547617165,2.3401037357795706
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,13.96150912,48.86442436831156,2.3691330225992635
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,10.14204934,48.86423394218878,2.3694530732371115
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,10.4052748,48.86417206572857,2.3695570688069783
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,7.77236955,48.86651653097786,2.3653496809418835
Bandes cyclables,ZONE 30,PLACE DE LA BOURSE,2.0,Non,101.79135327,48.86959443127257,2.341570630868616
Pistes cyclables,VOIE 50,Quai d'Austerlitz,13.0,Non,25.44576722,48.84185245872457,2.3677901623059268
Pistes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,39.46323413,48.889507376644715,2.3024437549804446
Bandes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,12.98464656,48.8897128887944,2.3035860320863786
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue de Colmiers,14.0,Non,189.98037402,48.8251325193952,2.322527427850347
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PASSAGE DE LA PROVIDENCE,20.0,Non,144.02168449,48.85403815151933,2.4037184794428015
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Ternaux,11.0,Non,122.03699291,48.86419477759795,2.3727432849561385
Couloirs de bus ouverts aux vélos,ZONE 30,AVENUE DE CLICHY,17.0,Non,18.49073222,48.884665355278514,2.326850629580413
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE FLANDRE,19.0,Non,194.19770562,48.88911832371902,2.3750759129287005
Pistes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,3.00056208,48.89487064432197,2.3144377160025873
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE LEMON,20.0,Non,47.69045644,48.87158807624087,2.37819070438397
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE PIAT,20.0,Non,173.33112669,48.87283843643115,2.383917008945794
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE RAMPONEAU,20.0,Non,36.93956543,48.87158233201791,2.381204499731927
Pistes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,190.22225314,48.89578376962646,2.317088205788449
Pistes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,24.42160575,48.895601788705164,2.3172847834865435
Pistes cyclables,VOIE 50,Rue de Rivoli,4.0,Non,8.14942819,48.85552430659081,2.3596654229724754
Bandes cyclables,VOIE 30,AVENUE PIERRE MENDES FRANCE,13.0,Non,126.09515103,48.84111577308625,2.368269163816581
Pistes cyclables,VOIE 50,BOULEVARD DE LA VILLETTE,10.0,Non,15.55930279,48.88404505714603,2.3672778437255713
Pistes cyclables,VOIE 50,Rue de Rivoli,4.0,Non,18.73276827,48.85745686380412,2.351384299932639
Pistes cyclables,VOIE 50,Rue de Rivoli,4.0,Non,102.3220982,48.85670115150986,2.3546608759288126
Pistes cyclables,VOIE 50,Rue de Rivoli,4.0,Non,17.11252052,48.85518161929424,2.3610835451581256
Pistes cyclables,VOIE 50,Avenue de la porte d'Aubervilliers,18.0,Non,58.46089373,48.89905789835308,2.3702063198084518
Pistes cyclables,VOIE 50,Quai Voltaire,6.0,Non,328.4285044,48.85898905942691,2.331273896925959
